time,temperature,min_temperature,max_temperature,precipitation,snow,wind_direction,wind_speed,wind_gust,pressure,sunshine,city
2023-06-01,12.4,9.0,16.4,0.0,,39.0,19.0,35.2,1025.4,,London
2023-06-02,12.0,8.8,16.1,0.0,,36.0,17.7,33.3,1024.8,,London
2023-06-03,13.4,7.2,19.7,0.0,,40.0,17.3,35.2,1023.7,,London
2023-06-04,14.2,8.3,20.2,0.0,,46.0,16.0,31.5,1024.2,,London
2023-06-05,12.8,7.9,17.6,0.0,,39.0,15.6,31.5,1024.5,,London
2023-06-06,12.8,9.1,17.6,0.0,,43.0,16.5,31.5,1023.6,,London
2023-06-07,14.0,8.0,20.2,0.0,,53.0,15.6,31.5,1021.9,,London
2023-06-08,14.4,8.3,20.4,0.0,,56.0,16.7,31.5,1018.8,,London
2023-06-09,17.2,10.0,24.2,0.0,,59.0,18.0,35.2,1014.1,,London
2023-06-10,21.0,14.4,27.9,0.0,,75.0,15.9,35.2,1013.2,,London
2023-06-11,21.8,15.4,28.3,0.2,,86.0,11.2,25.9,1014.0,,London
2023-06-12,20.8,16.1,25.5,2.9,,85.0,8.6,22.2,1014.8,,London
2023-06-13,19.9,13.4,26.9,0.0,,51.0,15.8,37.0,1014.5,,London
2023-06-14,18.6,10.8,26.4,0.0,,54.0,14.8,29.6,1017.5,,London
2023-06-15,18.8,11.7,25.8,0.0,,62.0,11.9,25.9,1020.1,,London
2023-06-16,19.2,12.4,26.1,0.0,,74.0,10.4,27.8,1019.5,,London
2023-06-17,18.3,12.2,24.1,0.0,,95.0,10.7,25.9,1014.6,,London
2023-06-18,18.5,15.7,22.3,20.7,,145.0,10.6,25.9,1009.2,,London
2023-06-19,18.5,14.2,23.0,0.1,,218.0,14.8,31.5,1010.3,,London
2023-06-20,18.5,14.7,23.3,1.9,,177.0,12.3,31.5,1008.4,,London
2023-06-21,18.6,13.5,23.6,1.2,,231.0,13.3,29.6,1015.4,,London
2023-06-22,19.3,13.9,24.8,0.1,,330.0,8.9,24.1,1019.0,,London
2023-06-23,20.0,14.2,25.6,0.0,,229.0,11.3,31.5,1023.0,,London
2023-06-24,20.3,14.6,26.1,0.0,,226.0,11.7,24.1,1023.0,,London
2023-06-25,22.2,16.4,28.5,0.0,,188.0,15.8,40.8,1015.0,,London
2023-06-26,17.1,12.0,21.5,0.0,,271.0,17.6,38.9,1019.1,,London
2023-06-27,16.7,11.1,20.8,0.0,,252.0,13.3,31.5,1020.9,,London
2023-06-28,19.6,15.3,23.9,0.0,,243.0,13.8,31.5,1017.1,,London
2023-06-29,17.6,14.8,21.2,4.9,,315.0,12.2,27.8,1015.7,,London
2023-06-30,15.5,10.9,18.2,0.4,,246.0,15.4,40.8,1012.4,,London
2023-07-01,18.4,14.6,21.7,0.7,,271.0,20.6,42.6,1005.9,,London
2023-07-02,15.5,10.2,19.9,0.0,,267.0,18.2,44.5,1011.3,,London
2023-07-03,14.6,9.7,18.2,0.0,,257.0,21.3,50.0,1010.9,,London
2023-07-04,14.0,10.5,17.1,12.9,,245.0,14.2,31.5,1010.0,,London
2023-07-05,14.8,10.6,19.1,7.7,,272.0,18.0,40.8,1010.6,,London
2023-07-06,15.3,9.5,20.6,0.0,,222.0,14.1,33.3,1016.0,,London
2023-07-07,19.9,11.6,27.6,0.0,,134.0,11.6,33.3,1015.7,,London
2023-07-08,20.5,18.1,23.7,5.9,,167.0,10.6,25.9,1015.1,,London
2023-07-09,17.8,15.4,20.6,3.8,,226.0,11.0,29.6,1019.2,,London
2023-07-10,17.4,12.4,20.9,0.0,,210.0,15.4,37.0,1019.1,,London
2023-07-11,18.5,15.3,21.0,1.4,,223.0,18.8,38.9,1010.2,,London
2023-07-12,16.5,12.2,20.6,1.1,,252.0,18.7,42.6,1011.3,,London
2023-07-13,16.2,11.5,20.7,0.4,,246.0,14.8,35.2,1015.8,,London
2023-07-14,16.4,13.3,19.2,7.8,,174.0,15.0,40.8,1008.8,,London
2023-07-15,17.0,14.9,19.2,2.1,,213.0,26.0,64.8,1001.1,,London
2023-07-16,16.3,13.3,19.5,0.2,,237.0,24.1,48.2,1009.0,,London
2023-07-17,15.9,11.2,20.6,0.1,,246.0,15.7,40.8,1017.3,,London
2023-07-18,16.1,10.9,20.5,1.3,,236.0,8.7,24.1,1018.4,,London
2023-07-19,17.1,13.3,21.4,0.6,,280.0,12.6,29.6,1015.0,,London
2023-07-20,16.1,10.8,20.7,0.0,,322.0,9.5,24.1,1015.6,,London
2023-07-21,15.1,10.8,18.5,0.2,,301.0,11.7,27.8,1013.9,,London
2023-07-22,14.7,12.1,16.9,8.9,,222.0,17.8,40.8,1010.8,,London
2023-07-23,18.6,16.0,21.9,2.7,,234.0,22.4,44.5,1003.1,,London
2023-07-24,15.3,13.0,17.1,1.7,,329.0,13.1,31.5,1005.4,,London
2023-07-25,14.5,10.7,18.4,0.1,,315.0,11.0,29.6,1010.6,,London
2023-07-26,15.1,9.2,20.5,6.8,,238.0,12.4,33.3,1012.0,,London
2023-07-27,18.6,15.8,21.3,6.1,,240.0,19.7,38.9,1003.6,,London
2023-07-28,18.4,15.3,21.9,0.2,,242.0,14.5,33.3,1005.9,,London
2023-07-29,17.9,14.7,21.6,0.5,,243.0,18.7,44.5,1006.3,,London
2023-07-30,16.1,12.3,19.6,2.3,,246.0,20.5,42.6,1010.3,,London
2023-07-31,17.8,15.1,19.8,1.6,,246.0,21.0,38.9,1005.0,,London
2023-08-01,16.6,13.0,20.0,0.0,,258.0,18.9,38.9,1001.7,,London
2023-08-02,16.7,14.9,18.4,12.9,,227.0,16.8,40.8,989.2,,London
2023-08-03,16.2,13.0,19.6,0.0,,318.0,16.0,33.3,1003.8,,London
2023-08-04,15.5,12.0,18.9,0.6,,317.0,12.2,25.9,1016.5,,London
2023-08-05,13.5,11.9,15.5,20.8,,207.0,14.4,40.8,1008.9,,London
2023-08-06,13.6,9.7,17.2,1.2,,311.0,19.7,40.8,1016.2,,London
2023-08-07,14.7,9.4,19.2,0.0,,281.0,14.0,33.3,1019.4,,London
2023-08-08,14.3,10.3,17.2,1.3,,249.0,12.6,27.8,1015.6,,London
2023-08-09,17.2,11.4,22.2,0.0,,267.0,9.2,22.2,1017.8,,London
2023-08-10,19.8,14.1,25.0,0.0,,182.0,10.7,27.8,1019.4,,London
2023-08-11,19.7,16.8,23.5,0.5,,219.0,16.1,37.0,1017.6,,London
2023-08-12,17.5,13.8,20.9,0.8,,225.0,17.8,44.5,1014.3,,London
2023-08-13,17.3,14.1,21.1,0.4,,225.0,16.8,38.9,1013.8,,London
2023-08-14,17.5,15.2,20.3,2.3,,197.0,15.9,38.9,1011.0,,London
2023-08-15,16.8,11.4,21.7,0.0,,245.0,10.8,25.9,1015.6,,London
2023-08-16,17.8,12.8,23.0,0.1,,35.0,9.1,24.1,1020.6,,London
2023-08-17,18.2,14.1,23.3,0.0,,74.0,15.0,33.3,1019.8,,London
2023-08-18,19.0,15.7,22.7,6.7,,94.0,15.7,35.2,1013.8,,London
2023-08-19,20.0,16.3,22.9,0.7,,213.0,18.5,42.6,1013.5,,London
2023-08-20,18.4,13.8,23.5,0.3,,226.0,12.5,31.5,1021.8,,London
2023-08-21,18.2,12.9,23.8,0.0,,231.0,12.9,33.3,1023.1,,London
2023-08-22,18.5,13.7,23.9,0.0,,245.0,13.6,31.5,1020.6,,London
2023-08-23,18.5,12.6,24.3,0.0,,235.0,7.9,20.4,1019.9,,London
2023-08-24,19.3,15.2,24.8,10.8,,230.0,8.9,27.8,1012.5,,London
2023-08-25,15.7,12.5,19.0,0.0,,291.0,12.8,29.6,1010.0,,London
2023-08-26,14.4,11.0,18.3,0.6,,244.0,11.4,31.5,1008.6,,London
2023-08-27,13.9,9.6,17.9,0.1,,283.0,13.6,33.3,1010.3,,London
2023-08-28,14.3,10.2,18.8,0.0,,309.0,10.9,27.8,1014.3,,London
2023-08-29,15.1,11.1,19.8,0.1,,269.0,9.7,27.8,1012.3,,London
2023-08-30,14.4,10.7,18.1,0.1,,296.0,14.2,35.2,1008.6,,London
2023-08-31,12.9,9.2,15.6,0.4,,195.0,8.6,24.1,1009.6,,London
2023-09-01,17.3,14.2,21.7,3.0,,142.0,7.6,20.4,1010.4,,London
2023-09-02,17.6,14.1,22.3,1.2,,46.0,10.3,24.1,1020.2,,London
2023-09-03,18.8,13.6,24.7,0.0,,77.0,8.0,22.2,1026.7,,London
2023-09-04,20.5,15.3,27.3,0.0,,84.0,12.6,29.6,1023.3,,London
2023-09-05,21.3,14.9,28.9,0.0,,68.0,12.9,27.8,1017.5,,London
2023-09-06,22.4,14.8,30.7,0.0,,45.0,7.1,18.5,1018.4,,London
2023-09-07,23.4,17.4,30.4,0.0,,69.0,8.5,22.2,1017.1,,London
2023-09-08,23.0,16.4,29.8,0.0,,198.0,6.4,20.4,1016.3,,London
2023-09-09,24.1,16.6,31.6,0.0,,163.0,6.0,20.4,1015.8,,London
2023-09-10,23.5,18.1,29.1,0.6,,133.0,9.0,24.1,1014.7,,London
2023-09-11,20.7,17.4,24.9,0.0,,224.0,13.0,31.5,1013.3,,London
2023-09-12,18.3,15.8,22.0,6.9,,251.0,9.6,24.1,1013.5,,London
2023-09-13,16.4,13.2,20.5,0.0,,27.0,12.2,29.6,1020.4,,London
2023-09-14,16.8,11.9,22.5,0.0,,177.0,8.5,24.1,1020.8,,London
2023-09-15,17.7,11.3,24.3,0.0,,133.0,7.6,22.2,1015.4,,London
2023-09-16,18.9,13.6,25.1,0.0,,57.0,10.0,25.9,1013.2,,London
2023-09-17,18.2,15.1,21.3,0.0,,79.0,14.4,33.3,1010.7,,London
2023-09-18,17.2,12.5,19.7,3.3,,218.0,19.6,48.2,1002.7,,London
2023-09-19,15.8,12.1,18.7,0.1,,215.0,28.1,63.0,1006.1,,London
2023-09-20,17.7,15.4,19.3,14.8,,201.0,31.5,61.1,999.0,,London
2023-09-21,13.9,11.0,17.2,2.6,,204.0,10.5,29.6,995.5,,London
2023-09-22,12.3,8.2,16.8,0.1,,260.0,10.6,27.8,1000.9,,London
2023-09-23,12.2,7.9,17.1,0.0,,241.0,11.8,29.6,1015.3,,London
2023-09-24,16.0,11.0,19.7,0.0,,176.0,22.0,53.7,1018.1,,London
2023-09-25,17.9,14.5,21.5,0.2,,200.0,15.9,37.0,1018.5,,London
2023-09-26,16.7,13.1,21.6,2.0,,170.0,14.4,37.0,1017.3,,London
2023-09-27,16.8,12.0,21.0,0.0,,155.0,14.8,38.9,1014.3,,London
2023-09-28,16.0,13.1,18.0,0.6,,201.0,19.1,38.9,1013.1,,London
2023-09-29,16.6,12.1,19.3,3.5,,244.0,14.0,35.2,1017.6,,London
2023-09-30,13.9,8.8,18.5,0.0,,179.0,10.4,31.5,1024.8,,London
2023-10-01,18.4,15.6,22.3,0.0,,193.0,15.2,37.0,1020.3,,London
2023-10-02,17.9,15.1,21.0,3.7,,162.0,8.0,24.1,1016.4,,London
2023-10-03,15.0,12.0,18.1,0.3,,258.0,19.2,46.3,1017.5,,London
2023-10-04,13.1,10.0,16.9,0.0,,226.0,15.9,42.6,1026.0,,London
2023-10-05,14.4,11.7,17.7,0.0,,214.0,14.2,33.3,1024.3,,London
2023-10-06,16.5,13.7,20.5,0.0,,224.0,19.4,42.6,1023.0,,London
2023-10-07,18.2,14.2,23.5,0.0,,221.0,15.4,35.2,1022.8,,London
2023-10-08,17.3,12.1,23.5,0.0,,201.0,7.9,24.1,1024.2,,London
2023-10-09,17.3,12.9,23.7,0.0,,213.0,6.6,18.5,1021.6,,London
2023-10-10,16.8,13.0,21.2,0.0,,202.0,14.7,37.0,1017.3,,London
2023-10-11,17.7,15.3,21.1,4.3,,216.0,18.5,38.9,1012.5,,London
2023-10-12,14.5,12.9,16.0,11.0,,281.0,9.1,22.2,1012.1,,London
2023-10-13,17.0,11.7,19.4,21.2,,223.0,26.0,55.5,1002.1,,London
2023-10-14,9.2,5.9,12.5,0.0,,285.0,13.0,33.3,1016.2,,London
2023-10-15,5.8,2.3,10.5,0.0,,340.0,8.0,25.9,1025.5,,London
2023-10-16,6.2,0.8,11.4,0.0,,58.0,8.6,25.9,1022.0,,London
2023-10-17,10.7,7.7,14.0,0.0,,77.0,16.8,40.8,1014.5,,London
2023-10-18,13.4,11.3,17.0,11.5,,98.0,23.5,51.8,995.8,,London
2023-10-19,16.1,14.8,17.0,4.5,,163.0,21.2,53.7,983.8,,London
2023-10-20,13.9,11.8,15.4,12.6,,173.0,11.3,25.9,977.4,,London
2023-10-21,12.2,9.5,14.4,5.0,,212.0,12.6,25.9,984.1,,London
2023-10-22,9.5,5.8,14.0,0.0,,201.0,9.0,24.1,1004.5,,London
2023-10-23,10.5,7.3,14.2,2.7,,90.0,10.4,27.8,1007.7,,London
2023-10-24,10.1,8.0,13.9,3.2,,161.0,7.9,27.8,1001.3,,London
2023-10-25,9.6,7.8,12.4,6.8,,37.0,9.4,24.1,996.3,,London
2023-10-26,10.7,8.8,13.9,9.0,,152.0,9.0,25.9,991.7,,London
2023-10-27,9.8,7.8,12.6,0.7,,176.0,9.1,27.8,990.1,,London
2023-10-28,11.6,9.5,14.2,10.7,,165.0,15.7,33.3,987.9,,London
2023-10-29,10.6,9.2,12.0,6.2,,201.0,17.4,33.3,987.8,,London
2023-10-30,10.5,7.9,13.3,2.3,,176.0,11.0,27.8,995.3,,London
2023-10-31,9.8,6.7,12.9,10.1,,167.0,9.0,25.9,1000.1,,London
2023-11-01,11.7,9.8,12.7,10.4,,180.0,22.2,50.0,991.5,,London
2023-11-02,10.3,9.0,11.5,13.2,,222.0,33.9,59.3,967.9,,London
2023-11-03,9.1,6.7,12.3,0.9,,231.0,18.5,42.6,981.5,,London
2023-11-04,8.5,6.0,11.1,6.4,,162.0,12.7,31.5,971.3,,London
2023-11-05,8.4,6.0,11.6,0.0,,255.0,18.1,44.5,980.3,,London
2023-11-06,8.6,6.1,12.0,0.0,,222.0,15.8,37.0,997.9,,London
2023-11-07,7.4,5.2,11.0,0.0,,226.0,14.4,33.3,1008.0,,London
2023-11-08,8.5,5.7,12.1,4.1,,210.0,16.2,46.3,1005.0,,London
2023-11-09,7.1,5.3,9.5,0.0,,205.0,16.2,37.0,997.0,,London
2023-11-10,6.1,3.9,8.3,0.5,,257.0,12.3,33.3,996.6,,London
2023-11-11,5.0,2.5,9.0,0.0,,263.0,8.7,22.2,1006.9,,London
2023-11-12,6.4,3.6,8.5,0.7,,113.0,10.1,24.1,1003.8,,London
2023-11-13,11.5,8.0,13.7,8.5,,210.0,27.3,59.3,998.8,,London
2023-11-14,10.3,8.6,12.2,0.7,,239.0,20.6,40.8,1004.5,,London
2023-11-15,8.1,4.8,10.9,0.0,,244.0,17.2,40.8,1016.2,,London
2023-11-16,5.0,3.7,6.6,3.4,,25.0,7.8,24.1,1014.2,,London
2023-11-17,5.9,3.2,8.8,0.6,,200.0,8.7,18.5,1019.8,,London
2023-11-18,11.8,7.5,14.5,9.7,,192.0,21.6,38.9,1011.7,,London
2023-11-19,11.3,10.0,13.1,0.0,,227.0,26.9,51.8,1007.5,,London
2023-11-20,9.2,7.8,10.8,1.8,,268.0,13.5,33.3,1009.2,,London
2023-11-21,8.3,5.6,9.6,0.2,,338.0,16.2,37.0,1022.5,,London
2023-11-22,6.3,2.6,9.1,0.0,,238.0,9.3,24.1,1030.1,,London
2023-11-23,10.2,8.8,12.0,0.1,,261.0,16.7,38.9,1025.2,,London
2023-11-24,5.4,1.0,8.9,0.0,,314.0,17.1,40.8,1021.5,,London
2023-11-25,1.1,-0.9,4.2,0.0,,298.0,9.6,25.9,1021.4,,London
2023-11-26,2.6,-1.0,7.4,6.5,,177.0,7.8,27.8,1015.2,,London
2023-11-27,6.6,4.5,7.8,7.4,,285.0,16.2,31.5,1000.6,,London
2023-11-28,3.1,0.8,5.2,0.0,,309.0,9.6,29.6,1009.2,,London
2023-11-29,0.5,-2.1,3.1,0.0,,27.0,4.9,14.8,1005.4,,London
2023-11-30,-0.3,-2.6,3.2,0.0,,26.0,11.2,27.8,1003.2,,London
2023-12-01,-1.0,-2.6,2.1,0.0,,357.0,9.3,20.4,1008.4,,London
2023-12-02,-2.4,-3.5,-0.4,0.0,,271.0,5.6,20.4,1015.7,,London
2023-12-03,3.2,-0.5,6.1,6.5,,153.0,13.6,31.5,1010.7,,London
2023-12-04,5.9,5.1,6.6,14.0,,96.0,17.1,37.0,997.5,,London
2023-12-05,4.3,2.1,5.3,0.7,,333.0,14.2,27.8,1008.2,,London
2023-12-06,1.5,-0.7,3.4,0.0,,97.0,6.1,22.2,1017.7,,London
2023-12-07,5.8,3.0,7.5,6.0,,140.0,22.0,42.6,1007.7,,London
2023-12-08,7.4,5.3,10.1,0.0,,202.0,14.1,33.3,1004.6,,London
2023-12-09,9.4,7.5,12.0,9.1,,212.0,28.4,51.8,996.9,,London
2023-12-10,8.7,6.7,10.9,2.2,,224.0,24.5,48.2,1001.7,,London
2023-12-11,8.3,5.9,10.5,0.0,,228.0,19.6,50.0,1003.6,,London
2023-12-12,8.8,6.8,10.4,3.3,,186.0,15.1,33.3,998.0,,London
2023-12-13,6.4,4.7,7.6,0.2,,314.0,20.3,50.0,1002.6,,London
2023-12-14,4.2,1.6,6.4,0.0,,241.0,8.7,25.9,1021.4,,London
2023-12-15,4.4,1.6,7.2,0.0,,216.0,7.3,18.5,1035.5,,London
2023-12-16,8.6,5.1,10.9,0.0,,214.0,13.9,27.8,1038.8,,London
2023-12-17,8.5,7.2,10.0,0.0,,206.0,18.8,38.9,1034.2,,London
2023-12-18,9.6,7.6,11.6,0.0,,210.0,20.6,37.0,1028.3,,London
2023-12-19,9.8,5.3,12.2,11.4,,263.0,17.7,37.0,1020.0,,London
2023-12-20,7.7,4.8,10.4,0.0,,257.0,21.0,38.9,1018.4,,London
2023-12-21,10.9,8.9,12.6,0.0,,268.0,30.3,59.3,1008.9,,London
2023-12-22,9.9,8.8,11.2,0.2,,267.0,29.0,55.5,1012.8,,London
2023-12-23,9.7,8.5,11.3,0.0,,247.0,24.5,42.6,1013.6,,London
2023-12-24,12.6,10.8,13.2,1.1,,236.0,31.0,55.5,1006.5,,London
2023-12-25,11.7,10.2,12.5,2.3,,234.0,22.8,40.8,1007.1,,London
2023-12-26,6.8,4.8,9.6,0.1,,225.0,14.0,35.2,1014.9,,London
2023-12-27,9.7,5.9,11.3,5.9,,180.0,28.7,63.0,1006.9,,London
2023-12-28,10.2,9.1,11.1,0.0,,215.0,33.3,57.4,1005.5,,London
2023-12-29,7.7,5.2,9.2,1.6,,231.0,21.3,40.8,1007.1,,London
2023-12-30,8.4,5.1,11.1,2.1,,186.0,24.8,55.5,1004.9,,London
2023-12-31,8.1,7.2,10.5,13.4,,212.0,29.9,55.5,989.1,,London
2024-01-01,7.6,5.8,10.7,10.9,,212.0,23.9,46.3,999.5,,London
2024-01-02,10.9,9.4,12.2,9.2,,219.0,29.7,63.0,986.1,,London
2024-01-03,8.5,6.3,9.9,0.2,,238.0,22.0,40.8,991.0,,London
2024-01-04,6.5,5.0,7.7,17.0,,206.0,14.6,35.2,999.5,,London
2024-01-05,5.2,4.1,5.9,1.9,,307.0,19.8,46.3,1001.3,,London
2024-01-06,3.6,2.6,4.8,0.0,,332.0,11.0,27.8,1016.3,,London
2024-01-07,1.6,0.1,3.2,0.0,,1.0,14.8,35.2,1027.4,,London
2024-01-08,0.5,-0.3,1.6,1.2,,31.0,15.1,35.2,1032.3,,London
2024-01-09,0.2,-1.0,1.9,0.0,,51.0,18.5,40.8,1031.3,,London
2024-01-10,0.5,-1.5,3.4,0.0,,36.0,15.5,35.2,1030.0,,London
2024-01-11,1.6,-1.6,4.5,0.0,,15.0,12.1,29.6,1036.2,,London
2024-01-12,4.1,2.8,5.5,0.0,,11.0,9.3,24.1,1035.8,,London
2024-01-13,2.0,0.6,3.5,0.0,,255.0,6.4,20.4,1025.9,,London
2024-01-14,2.1,0.7,3.9,0.5,,270.0,9.4,25.9,1013.6,,London
2024-01-15,-1.2,-3.7,1.2,0.0,,299.0,11.1,31.5,1011.2,,London
2024-01-16,-1.4,-3.6,1.8,0.0,,187.0,7.7,22.2,1008.2,,London
2024-01-17,-0.9,-2.7,1.1,0.0,,45.0,9.1,25.9,993.4,,London
2024-01-18,-3.0,-5.9,0.4,0.0,,315.0,10.7,27.8,1006.8,,London
2024-01-19,-1.2,-4.3,3.0,0.0,,217.0,8.5,24.1,1021.8,,London
2024-01-20,1.6,-0.5,4.0,0.0,,185.0,19.6,40.8,1023.1,,London
2024-01-21,8.6,3.0,11.9,3.2,,199.0,37.5,77.8,1010.0,,London
2024-01-22,8.9,6.3,11.8,2.3,,237.0,34.6,79.6,1008.2,,London
2024-01-23,8.6,4.6,13.0,1.8,,213.0,27.7,55.5,1018.7,,London
2024-01-24,9.5,6.4,12.1,0.0,,238.0,25.2,59.3,1023.1,,London
2024-01-25,9.0,5.6,11.1,0.1,,187.0,16.4,40.8,1025.0,,London
2024-01-26,7.7,2.6,12.0,1.2,,243.0,21.1,48.2,1027.1,,London
2024-01-27,3.4,0.7,7.3,0.0,,165.0,10.8,27.8,1032.8,,London
2024-01-28,5.9,2.1,9.8,0.0,,158.0,15.0,31.5,1022.9,,London
2024-01-29,10.2,7.9,12.4,0.2,,171.0,16.1,37.0,1022.1,,London
2024-01-30,7.7,4.0,11.3,0.0,,262.0,16.4,40.8,1027.6,,London
2024-01-31,6.3,2.1,10.1,0.3,,195.0,16.7,42.6,1029.9,,London
2024-02-01,5.5,2.7,9.4,0.3,,268.0,9.9,29.6,1032.7,,London
2024-02-02,8.8,3.6,12.1,0.0,,238.0,20.2,44.5,1030.0,,London
2024-02-03,11.0,9.7,12.6,0.0,,239.0,20.1,38.9,1027.6,,London
2024-02-04,11.1,9.2,12.6,0.0,,245.0,25.3,50.0,1024.9,,London
2024-02-05,9.6,8.0,11.1,0.0,,235.0,26.6,51.8,1020.1,,London
2024-02-06,11.1,9.3,12.1,4.7,,227.0,31.8,57.4,1009.4,,London
2024-02-07,6.4,3.9,8.7,10.1,,54.0,8.9,31.5,1004.9,,London
2024-02-08,7.2,3.5,10.8,15.7,,131.0,16.0,37.0,991.6,,London
2024-02-09,10.7,9.7,11.9,6.1,,189.0,23.9,50.0,978.1,,London
2024-02-10,8.7,6.7,10.1,4.2,,157.0,8.3,22.2,983.1,,London
2024-02-11,6.6,4.4,9.7,3.7,,305.0,9.6,29.6,990.7,,London
2024-02-12,4.7,1.9,8.6,0.0,,222.0,11.4,31.5,1005.6,,London
2024-02-13,7.6,4.4,10.8,3.6,,191.0,18.7,37.0,1011.9,,London
2024-02-14,11.9,10.6,13.3,1.5,,207.0,21.9,38.9,1012.5,,London
2024-02-15,13.1,11.2,15.6,2.4,,175.0,15.4,29.6,1009.0,,London
2024-02-16,10.8,7.5,13.0,1.0,,248.0,14.3,37.0,1014.9,,London
2024-02-17,9.6,6.1,12.3,2.6,,190.0,15.1,40.8,1028.4,,London
2024-02-18,11.7,8.8,14.2,18.1,,251.0,18.5,38.9,1025.4,,London
2024-02-19,8.9,6.6,12.7,0.0,,254.0,14.2,38.9,1029.4,,London
2024-02-20,8.6,5.4,12.0,0.0,,209.0,17.2,44.5,1026.1,,London
2024-02-21,9.8,8.9,11.1,3.5,,201.0,25.1,55.5,1007.5,,London
2024-02-22,8.3,4.2,11.1,10.7,,218.0,23.2,46.3,985.1,,London
2024-02-23,4.8,2.7,7.6,2.1,,215.0,16.0,35.2,986.6,,London
2024-02-24,3.3,0.0,7.5,0.0,,187.0,6.9,20.4,995.0,,London
2024-02-25,4.1,-0.3,7.8,4.2,,101.0,15.7,42.6,995.7,,London
2024-02-26,5.9,2.9,7.7,1.0,,17.0,29.7,61.1,1008.6,,London
2024-02-27,4.2,1.1,7.1,0.0,,270.0,9.6,24.1,1020.5,,London
2024-02-28,7.5,3.8,10.7,0.6,,193.0,15.1,37.0,1017.0,,London
2024-02-29,8.9,4.8,10.7,9.8,,226.0,16.7,38.9,1004.7,,London
2024-03-01,5.3,3.6,7.6,6.7,,174.0,20.4,50.0,993.7,,London
2024-03-02,5.2,2.1,7.5,1.8,,167.0,16.6,37.0,992.2,,London
2024-03-03,3.0,-0.7,8.0,0.0,,238.0,5.7,18.5,1002.7,,London
2024-03-04,5.0,-0.1,9.5,0.6,,143.0,14.2,35.2,1008.6,,London
2024-03-05,6.2,3.8,8.7,2.7,,325.0,8.4,27.8,1012.8,,London
2024-03-06,5.7,2.7,9.7,0.0,,67.0,7.6,20.4,1021.3,,London
2024-03-07,6.3,3.2,10.2,0.0,,77.0,15.5,35.2,1020.3,,London
2024-03-08,6.5,3.9,9.8,0.0,,70.0,19.8,40.8,1007.2,,London
2024-03-09,9.1,6.8,11.9,0.6,,88.0,17.5,35.2,995.2,,London
2024-03-10,8.0,6.9,8.8,5.3,,69.0,9.7,22.2,995.9,,London
2024-03-11,7.6,6.3,9.7,3.5,,327.0,12.6,29.6,1006.2,,London
2024-03-12,9.2,6.4,12.1,8.2,,208.0,15.8,33.3,1011.7,,London
2024-03-13,11.7,10.1,14.1,0.0,,214.0,23.5,48.2,1012.5,,London
2024-03-14,11.7,9.0,14.7,0.2,,193.0,22.6,42.6,1006.9,,London
2024-03-15,11.8,9.4,14.1,1.0,,229.0,23.5,44.5,1005.4,,London
2024-03-16,9.0,4.5,12.4,0.4,,204.0,11.3,25.9,1019.4,,London
2024-03-17,11.6,9.5,14.6,6.9,,191.0,15.4,35.2,1014.9,,London
2024-03-18,10.5,6.8,14.4,0.0,,205.0,14.7,35.2,1014.7,,London
2024-03-19,11.6,10.1,13.8,0.1,,196.0,18.1,35.2,1015.4,,London
2024-03-20,11.9,9.2,15.2,0.9,,203.0,8.5,20.4,1018.2,,London
2024-03-21,10.6,7.2,14.3,0.0,,219.0,12.0,31.5,1024.5,,London
2024-03-22,9.6,5.3,12.1,0.0,,266.0,15.6,27.8,1018.0,,London
2024-03-23,6.2,3.3,8.7,2.0,,266.0,22.9,48.2,1012.1,,London
2024-03-24,7.9,5.0,11.9,0.0,,276.0,20.8,46.3,1009.9,,London
2024-03-25,8.1,5.0,11.0,0.5,,139.0,14.6,31.5,1000.6,,London
2024-03-26,9.1,6.9,11.8,14.4,,129.0,11.0,22.2,987.7,,London
2024-03-27,7.7,5.4,10.3,2.8,,172.0,20.5,50.0,981.1,,London
2024-03-28,8.3,5.6,9.9,6.2,,178.0,31.1,66.7,978.0,,London
2024-03-29,9.6,7.4,12.7,2.3,,193.0,24.5,51.8,987.5,,London
2024-03-30,9.3,4.6,14.5,0.1,,163.0,9.3,24.1,995.0,,London
2024-03-31,9.3,5.9,13.1,1.5,,77.0,13.2,31.5,993.7,,London
2024-04-01,9.6,6.8,12.7,2.8,,195.0,15.4,35.2,994.1,,London
2024-04-02,10.3,8.0,13.5,2.4,,201.0,18.1,37.0,1001.8,,London
2024-04-03,11.9,10.1,13.9,1.8,,210.0,25.2,53.7,1000.3,,London
2024-04-04,12.3,10.1,15.1,3.8,,216.0,23.2,46.3,1002.9,,London
2024-04-05,14.3,12.3,17.1,7.3,,201.0,27.5,55.5,1003.9,,London
2024-04-06,16.0,13.1,19.7,0.7,,179.0,27.5,53.7,1003.1,,London
2024-04-07,13.3,10.4,16.1,0.2,,203.0,32.0,63.0,1008.0,,London
2024-04-08,12.8,9.3,16.9,1.3,,164.0,16.3,33.3,1004.5,,London
2024-04-09,9.7,7.3,11.4,0.2,,235.0,31.5,61.1,1006.5,,London
2024-04-10,9.0,4.0,12.2,1.2,,203.0,19.8,44.5,1024.9,,London
2024-04-11,14.7,12.1,18.8,0.1,,221.0,19.9,37.0,1028.2,,London
2024-04-12,14.8,10.5,19.7,0.0,,216.0,22.5,44.5,1028.4,,London
